username,text,likes,created_at
coral__sh,سلام من مرجانم ۲۷ سالمه ساکن اصفهان... اهل رابطه لانگ دیستنس نیستم. دختر شیطون و خوش خنده ای هستم و کودک درونم فعاله و به انرژی ها اعتقاد دارم... دنبال یک رابطه سالمم که احترام شخصیت و درک متقابل داشته باشه که از مهمترین اصل ها هست ... خودم تفریبا ادم درونگرایی هستم و دوست دارم پارتنرم برون گرا باشه و بتونیم تو مواردی همو کامل کنیم☺,0,"4/5/2022, 9:33:00 PM"
elahe97175,سلاممم  شاغلم، مهربونم، رکم، قد بلند و لاغر و البته تهرانم، از پسرای قد بلند و کاری  که مهربونم هستن خوشم میاد، اهل مطالعه و روانشناسیم هستم,0,"4/6/2022, 3:53:48 PM"
maahhrro,سلام. من دخترم و ۲۶ سالمه. ظاهرم خوبه. جزو کادر درمانم و ساکنِ تهران. معتقدم. از مهم ترین چیزهایی که از یارم میخوام: امن بودن، با اخلاق بودن، همدل بودن و معتقد بودن هست و در همین راستا از آشنایی با آدم جدیدِ همسن یا ۳-۴ سال بزرگتر از خودم و دیت رفتن استقبال  میکنم. 🌱,0,"4/4/2022, 3:11:55 PM"
iliaaliii,"سلام
روز بخیر
من علی هستم. ۲۹ سالمه. مدرک کارشناسی ارشد مهندسی دارم اما به ورزش خیلی علاقمند هستم. دنبال یک خانم همراه و پارتنر ورزشی غرب تهران هستم که اگر روحیاتمون باهم سازگار باشه رابطه‌ای رو باهم بسازیم. خوشحال میشم اگر کسی علاقمند بود به من دایرکت بده.",1,"4/4/2022, 5:05:57 PM"
zolijoon.59,سلام .من هنوز دوروزه بااین پیج آشناشدم چقدراین پست عالی وجذابه وبه قول بعضی دوستان نشستم فقط کامنت میخونم من این مرحله رو بیست وچهارسال پیش رد کردم وبه روش سنتی ولی دارم تو کامنتها دنبال میگردم که شاید دخترمنم اینجا کامنتی گذاشته باشه 😍😍😍عالی بود عزیزم ایده تون,1,"4/4/2022, 9:18:17 AM"
mahsamehdirad,سلام من مهسام ۲۸ سالمه.در حال حاضر پزشک عمومی هستم😊شمال کشور زندگی میکنم و لانگ دیستنس ندوست.دلم میخواد یارم مهربون،مودب،متعهد،اهل رقص و شوخی و سفر و تحصیل کرده باشه و اجتماعی باشه و استقلال مالی و فکری داشته باشه و تصمیم گیرنده خودش باشه و هدف داشته باشه تو زندگیش و احساساتشو بروز بده .برخلاف جدی بودن توی شغلم ادم شوخ طبع و اهل شیطنت هستم😄. ظاهرش هم به دلم بشینه😋باهم رشد کنیم باهم زندگی بسازیم و یار و بهترین رفیق هم باشیم.به مهاجرت هم فکر میکنم.خلاصه که دوس دارم کنار هم شاد باشیم و رشد کنیم و همدیگرو خوشحال کنیم و بشیم عشق زندگی هم.فعلا حداحااااافظ,0,"4/4/2022, 9:25:04 AM"
dachenii,😃تیندر اینستاگرامیه؟ آقا منم هستم 😅🙆,1,"4/4/2022, 9:39:36 AM"
the__shakila,سلام،من یذره دیر دارم کامنت میذارم چون باید با خودم دو دوتا چهارتا میکردم که ببینم آمادگی یه رابطه رو دارم یا نه! اسمم شکیلاس متولد ۷۴ ام ترکم و اردبیل زندگی میکنم، اما قصد مهاجرت به تهران رو دارم برای شغل و تحصیل، درحال حاضر شاغلم، از روحیات و شخصیتم بخوام بگم ،، میشه گفت هم درونگرا و هم برونگرا اما شدت درونگراییم بیشتره ، آدم خیلی خیلی زیاد اجتماعی ای نیستم، با تنهاییم به هیچ وجه مشکلی ندارم و معتقدم آدما به تنهایی و خلوت با خودشون نیاز دارن. آدم شوخ طبعی هستم و اهل هیجان و به چالش کشیدن خودم، کتاب خوندن جزو فیوریت های منه و فیلم و سریال و پادکست هم که تو برنامم هست بیشتر اوقات، کوه نوردی رو دوست دارم و اگر آدم پایه ‌ش رو پیدا کنم بیشتر خوشحال ترم میکنه...مشکلی با رابطه لانگ دیستنس ندارم چون معتقدم تا ابد قرار نیست لانگ دیستنس بمونه برای همین سختی هاش و مشکلاتش رو به جون میخرم اگر طرف مقابلم هم برای رابطه تلاش کنه، دنبال یه رابطه تقریبا پایدار میگردم که باهم بگیم و بخندیم و تلاش کنیم و تجربه کسب کنیم و دست همو بگیریم و بکشیم بالا و بالاتر ... اگر که آدمی هستید که راحت طلب نیستید و مشکلات رابطه رو به دوش میکشید و آدم مسئولیت پذیری هستید و در عین حال شوخ طبع بسیار از آشنایی شما استقبال میکنم😁,17,"4/4/2022, 9:50:52 AM"
kiana_kiana00,یلدا جون یه اپ بزن با این اسم  Ydatetube,0,"4/4/2022, 11:13:55 AM"
mohammadsep__,"اگه تو کامنتا دقت کنید میبینید که اکثرا
 دهه شصتیا سینگل موندن و کامنت گذاشتن واسه دیت .
نسل سوخته اینجا هم خودشو نشون میده",3,"4/4/2022, 11:29:39 AM"
__malaya1990__,من حالا چیزی ندارم باشه برای بعداً 😂,2,"4/4/2022, 12:05:11 PM"
forozan_mehdipour,من فروزان هستم ۲۸ ساله از اهواز،رشته م بهداشت عمومی هست و در حال حاضر در مرکز  بهداشت شاغل هستم، ادم اروم ولی شیطونی هستم،سفر رفتن رو دوس دارم،دنبال یادگیری چیزای جدیدی هستم،ادم هم دل و شوخ و  مهربونی ام،واسم مهمه که پارتنرم ۲_۳ سال یا بیشتر از خودم بزرگتر باشه،قد متوسط و یا بلندتری داشته و مردونه و هیکل پری داشته باشه،همچنین واسم مهمه پارتنرم ادم با چهارچوب و محکمی باشه و برای خاسته هاش تلاش کنه،اهل دراگ(ماریجواناو....)نباشه،از پسرایی خوشم میاد که در عین مهربونی قوی و سخت کوشن،و برای بهتر شدن زندگیشون تلاش میکنن و به ظاهر و باطن زندگیشون اهمیت میدن اهل خونه و خانواده باشن,9,"4/4/2022, 12:36:57 PM"
mehrshad_ghazii,مهرشادم هستم ساکن مشهد ، بیست و چهارمین بهارم رو امسال جشن گرفتم و آدم احساساتی هستم . تفریحم عکاسی و فیلم دیدن و کتاب خونده ، دیوانه وار فیلم میبینم و گاهی هم نقد میکنم . گویندگی یکی از کارای دلیه دیگه ای هستش که انجام میدم . کارشناسی رشته معماری دارم و کودک درون ب شدت فعالی دارم 😁. آدم معتقدی زیاد نیستم و ترجیحا دوست دارم طرف مقابل هم به همین شکل باشه و این که مشهد هم باشن عالیه 🙏💞,5,"4/4/2022, 12:51:39 PM"
pouya_mohseninezhad,👋🏿,0,"4/4/2022, 1:09:30 PM"
golei.37.golei,یلداا جان من رو حساب اینکه این پیج آدماش حسابی هستن و طرز تفکرشون و نگاهشون به ارتباط فقط جنسی نیست چند تا از دوستانم رو چه خانم چه آقا معرفی کردم که شاید بتونن یه همراه، یه دوست پیدا کنند .. چون خودم با این موضوع مشکل داشتم تو محیط کارم هیچ موقعیت ارتباطی نبود و تو مکان یا موقعیتی هم قرار نمیگرفتم که بتونم با کسی آشنا بشم و دیدم اینجا اون موقعیت رو ایجاد کرده برای همین معرفی کردم به دوستام اما هم دوستم که آقا هستن گفتن با یه نفر قرار دیدار گذاشتن که یک روز قبل دیدار بهانه آوردن و بدون هیچ کلامی جواب ندادن ، و بعضی ها هم که گویا تو اداره مالیات و اینا کار میکردن 😒 دوستای دیگرم که خانم بودن  میگفتن هر کس میاد تو دایرکت صحبت میکنیم همون اول بحث رو تو مسایل جنسی میکشن یا دعوت میکنن دور هم مشروب بخوریم 🙄 و نمیدونم چرا تا میگی طرف مستقله فکر میکنن دختری که مستقله یعنی در خونه اش بازه رو همه و ..... 😡  خداوکیلی یه رابطه رو درست شروع کنید خوب همو بشناسید ببینید از نظر روحی ، جنسی سلامت هستید بعد وارد رابطه های صمیمی تر بشید ...,1,"4/4/2022, 1:17:28 PM"
karbasi1988,محمد هستم ۳۴ ساله ساکن اصفهان ،لیسانس برق دارم و در حال حاضر در همین زمینه مشغول به کارم،  آدمی میانگرا ،اهل کتاب و خوش برخوردی هستم ، انسانیت را به هر دین و مذهبی ترجیح میدم,3,"4/4/2022, 2:42:55 PM"
fake.girlinsta,سلام سلام.پيچم فيكه و هركاري كردم با پيچ خودم كامنت بزارم نشد كه نشد😅دخترم و اهل تهران،٢٥سالمه و ارشد دارم ميخونم و در كنارشم دارم كار ميكنم.از علاقمندي هام بگم كه عاشق سفرم و چيزاي ناشناخته،تجربه كردن رو خيلي دوست دارم،ميشه گفت دختر اروميم ولي خوب بعضي وقتا شلوغ هم ميشم،برنامه ريزي كردن و تلاش و پيشرفت رو خيلي دوست دارم و دلم ميخواد ادمي هم ك در كنارم هست اهل تلاشو پيشرفت باشه و رسيدن ب اهداف.دارم سعي ميكنم مستقل باشم البته تا حدودي هم مستقلم در نتيجه دوست دارم طرف مقابل هم مستقل باشه.با همه جوش ميخورم و ادم بد قلقي نيستم.اهل جمعاي خانوادگي ام واز بودن با خانواده لذت ميبرم و از اون طرف هم از بودن با دوستام هم لذت ميبرم.دوست دارم طرفم چند سالي از خودم بزرگتر باشه،از پسراي قدبلند و چشمو ابرو مشكي خيلي خوشم مياد😍😅همينطور از پسرايي كه تو جمعا اهل بگو بخندن و نمكن هم نگمممم چقدر خوشم مياد😁خلاصه همين و باقي چيزام تو دايركت باهم صحبت ميكنيم😅راستي پيچ اصليمم براتون ميفرستم,2,"4/2/2022, 9:01:20 PM"
saeede_aleshi,سعیده هستم دختر ترک اردبیلی متولد شصت و هشت، خیلی نمیتونم در مورد خودم بنویسم چون همه ما شادیم خندانیم مضطربیم عصبی ایم فقط بستگی به روزش داره، در کل کسی که باهام هم صحبت بشه نمیتونه دل بکنه😂 مسافت مهم نیست معیارهای مهم تری دلرم,1,"4/2/2022, 10:16:42 PM"
setareh.mohebi72,سلام ستاره هستم، متولد ۷۳، کادر درمان و شاغل در بیمارستان، عاشق تفریح و سفر، علایقم مطالعه کتابهای شناخت فردی و ورزش بدنسازی.. اهل شعار هم نیستم اما ادم با صداقت وبا معرفتی هستم ، ادم مستقلی هستم و بدنبال یک فرد خودساخته و فعالم،  بفکر مهاجرتم اما تنهایی برام سخت بوده و ترجیح میدم با شخص دومی اقدام کنم، امیدوارم ک بهترینها در انتظار همه باشه 🌸🌸,2,"4/3/2022, 7:18:32 AM"
mishkaadessert,یه اقایی چند روز پیش کامنت گذاشت که این مدل برقرار کردن ارتباط جالب نیست و نتیجه نداره و چیزایی از این قبیل اولش فک کردم نگاهش منفی هست و اینجوری نیست ولی به مروز متوجه شدم نه شاید درسته حداقل شیراز پسرای مسیولیت پذیر خیلی خیلی کم داره و خیلی ها پذیرش مسیولیت رابطه و رابطه رو ندارند و دنبال وقت گذرونی و باری بهرجهت بودن هستند  حتا نمیخوان دوست دختر ساده داشته باشند,1,"4/3/2022, 10:11:10 AM"
amin4mirian,یه پسر ۲۸ ساله که فقط به این علت رابطه‌ی جدی نمیخواد که هنوز نمیتونه هزینه‌های زندگی دونفره تو تهران رو مثل یه مرد به عهده بگیره. کسی بود بگید معرفی کنم 😁,2,"4/3/2022, 12:39:43 PM"
m7r7am,"مریم هستم، ۳۳ ساله
ساکن تهران که به علت بیماری یکی از اعضای خانواده‌ام عازم یکی از شهرهای نسبتا نزدیک تهرانم برای مدتی نامشخص
در جستجوی رابطه بلندمدت و -امیدوارم- پایدار
از مهم‌ترین چیزهایی که از یارم می‌خوام و خودم نسبتا اون‌ها رو دارم:
🌱امن بودن (هیجانی و روانی)
🌱توانایی همدلیِ درست داشتن
 🌱نسبتا (یا بیشتر) گشوده بودن نسبت به آدم‌های متفاوت، داده‌ها، اندیشه‌ها و باورهای جدید و متفاوت؛ چه برای یادگیری، چه برای مشاهده و گذر کردن
سپاس🌱",10,"4/3/2022, 2:28:17 PM"
master_omid_33_esfahan,"سلام
-امید هستم ساکن اصفهان ۳۳ ساله-
Master / Dominant (از نوعِ منطقیش، نه جَو گیرانه)
آروم و با آرامش، اهل مطالعه و بحث و گفتگو، مرز بین بابرنامگی و وقت گذرونی ، راحت و صادق و البته بسیار مغرور.
(قبل از هرچیزی بگم که من آدم مجازی نیستم و ترجیح میدم رابطم واقعی باشه، هم آدم پر توقعی ام  که بخاطر همین همه چیزو با یک‌نفر میخام و هم از طرفی آدم قانعی ام بخاطر همین یک نفر کافیه)
هرکسی علاقمند به یک رابطه واقعی و منطقی و صادقانه بود و شرایطش اوکی بود و آمادگی شروع یه رابطه رو داشت دایرکت خودشو معرفی کنه تا صحبت کنیم و گپ بزنیم و کم کم به یه آشنایی قابل قبولی برسیم. ( یک رابطه صمیمی ، دوستانه و تعریف شده که بخشی از اونو هم اس ام تشکیل میده)",3,"4/3/2022, 8:31:17 PM"
hosseinpoor.8286,ستاره هستم متولد سال شصت و سه آموزگار دوره ابتدایی ساکن شهر بابل. اهل مدیتیشن و مراقبه و مسائل معنوی از این نوع هستم. گیاهخوار و عاشق رنگ و زیبایی و طبیعت. عاشق بچه هاو عاشق سفر و ایرانگردی و خوش سفر به قول دوستانم دختری مهربان و وفادار و حاذق و خلاق و خوش خنده و عاشق گفتگو. دلم میخواد چیزهای جدید یاد بگیرم در کشف و جستجو هستم در لحظه حال بودن رودارم تجربه میکنم به موسیقی علاقمندم و دلم‌میخواد نواختن سازی رو یاد بگیرم. اهل خوندن کتاب های معنوی و خودشناسی و دیدن فیلمهای معناگرا و عاشقانه هستم حمایتگرم و دنبال یک همراه و همدل هستم که با هم بخندیم و زیبایی های جهان رو ببینیم و کتاب بخونیم و فیلم ببینیم و تحلیل و گفتگو کنیم و از کشف هامون ذوق کنیم‌و سرمست بشیم.,9,"4/3/2022, 9:11:40 PM"
m_talooni,سلام من مهدی هستم ۳۵ ساکن تهران - استانبول . مهندس برق و دایرکتور . الان ایرانم تهران . خیلی ادم مهربون و عاشقی هستم دنبال یکی میگردم که ۲۴ ساعته قربون صدقش برم ومحو نگاهش بشم ترجیحا ترک باشه سن مهم نیس برام مهم ظرفیت داشتنه ، ادم کاریی هستم تمام اولویتم تو زندگی کارم بوده و متاسفانه وقت برا پیدا کردن یار  نداشتم خوشحال میشم بتونم اینجا با کسی اشنا شم .ادم بسیار خوشگذرون پایه همه چی .عاشق سفر,15,"4/3/2022, 9:31:29 PM"
l.noor.i,"اول اینکه این اکانت اصلیم نیست 
زهرا هستم ۲۶سالمه 
شخصیت مستقلی دارم 
نزدیک ۸ ساله شاغلم
از اینکه خودمو بشناسم خوشم میاد
بالغم و در کنارش و به وقتش کودکم هم فعاله
قد بلند لاغرم و یکمی هم مغرور
از هم صحبتی با یکی که بیشتر از خودم بدونه حسابی لذت میبرم 😍
کتاب خوندن ، رقصیدن ، تجربه های جدید رو خیلی دوست دارم",1,"4/3/2022, 10:50:40 PM"
____about_fatemeh____,سلام،اسم و پیجم فیک هست ،۲۳ ساله هستم کارشناسی ارشد یکی از شاخه های پزشکی رو میخونم،کار دولتی بیمارستانی دارم ،همزمان مشغول به درس خوندن هستم.بسیار شاد و پر جنب و جوش هستم ،مهمونی و مسافرت خیلی دوس دارم اما وقتای تنهایی رو خیلی لازم میدونم برای خودم ،علاقه مندم به کتابای روانشناسی و مدیریت مالی .عاشق پول در آوردنم 😅و از بچگی پدر و مادرم زندگی مستقلی رو یادم دادن و به نظرم با استعداد ولی بدون پشتکارم بیشتر وقتا ،باید خودمو هل بدم 😄,10,"4/4/2022, 2:50:31 AM"
frnz.naz,"سلام، سال نو مبارک😍
من آخرای ۲۷ سالگیم،معماری خوندم و کارم مرتبط با معماری بوده. مدتی هست که برای زندگی اومدم استانبول و خب رابطه لانگ‌دیستنس نمیخوام. و اینکه از پیدا کردن دوست هم خارج از بحث رابطه عاطفی که  استانبول باشه استقبال میکنم، چه دختر و چه پسر☺️
اوقات فراغتم اهل کتاب خوندن و فیلم دیدن و یادگیری مطالب جدیدم، پیاده روی حالمو خوب میکنه😍
همراهی میخوام که بتونیم کنار هم رشد کنیم، آرامش داشته باشیم و یه رابطه‌ی خوب رو با تمام تفاوت‌ها و چالش‌هامون بسازیم🌱",3,"4/4/2022, 9:15:18 AM"
mohamadj361,سلام.من محمدم،اهل مشهد و این پیج فیکه.۲۷ سالمه و مدرکم فوق لیسانس فیزیکه. به لحاظ کاری باید بگم معلمم. اخلاقم خوبه،مهربونم و دوست دارم عشق بورزم. در واقع میخوام اینجوری از لحظات عمرم بیشتر لذت ببرم.ادم امنی ام و  سعی میکنم همیشه حمایت گر باشمو دوست ندارم کسی ک کنارمه چ پسر چ دختر ازم حس بدی بگیره.کتاب میخونم البته کم،ولی همیشه سعی میکنم راه های ادم بهتر بودن رو یاد بگیرم. خوش صحبتم و راحت حرف میزنم و گرم میگیرم و ناخداگاه سریه لهجه میگیرم😬،شوخ طبعم. اهل سفر ساده با یه کوله پشتی ام.طبیعت گردی هم خیلی پایه م.و سلطان چایی اتشی😬.زبان هم اندک اندک میخونم.  دنبال ادمی ام ک بدونه داره چیکار میکنه، اونم خوش صحبت باشه،گرم بگیره و گوشه گیر نباشه.خوش بین باشه، پایه سفر باشه ک عالیه اگه رفتیم بالای کوه به صدای شجریان دل بده😂. زود از کوره در نره و بشینه مشکلات پیش اومده رو با کمک حل کنیم.,2,"3/31/2022, 1:54:30 PM"
saeed_vadi,من تهران رو دوست دارم ولی نمیتونم در اون صاحب خونه بشم.پس اولا در مورد زندگی تا ده سال دیگه در تهران نمیتونم قول بدم.میسپرم به زمانه.بیست و نه سالم هست و باقی مطالب رو در بیوی اینستا گفتم.من خیلی اهل حرف زدنم و حرف زدن طرف مقابل هم قاعدتا برام مهمه.فعلا دبیر دبیرستانم ولی دارم فرصتای شغلی دیگه ای رو هم فراهم میکنم.اصلا تنبل نیستم.ازین جهت خیالتون راحت باشه.,4,"3/31/2022, 8:42:04 PM"
ate.setare,سلام من ستاره ام متولد ۷۰ خیلی کوتاه میگم دارم آماده میشم برای آیلتس قصد مهاجرت دارم و خوشحال میشم ی رابطه ای رو شروع کنم که در این مسیر طرف هم مسیر با من باشه اهل دود و دم و مشروب نباشه هم سن خودم یا بزرگتر باشه مودب باشه برام فرقی نمیکنه اصفهان باشه یا نه چون من ساکن اصفهانم ولی اصفهانی نیستم لیسانس زبان دارم ودارم برا ادامه تحصیل اماده میشم فیلم و سفر و ورزش خیلی خوبه و سعی میکنم با اینکه با خانواده زندگی میکنم حداقل از لحاظ مالی تا حد زیادی مستقل باشم لطفا با درخواست هایی مثل عکس نود و فلان و بهمان برای یک رابطه به هییییچ وجه به من پیام ندید باقیشم میتونی بیای کشفم کنی 😉,9,"4/1/2022, 9:17:31 AM"
nargessjamshidi,من اومدم بگم فعلا دنبالِ دیتم نیستم اما دوستای خیلی باحالی پیدا کردم😂😂😂 مرسی یلدا❤️,2,"4/1/2022, 12:02:03 PM"
the_shirinii,"شیرین هستم،۲۵ساله،ساکن کرج،روانشناسم و کارمند.
دارم برای کنکور ارشد اماده میشم. 
سرگرمیهام:یوگا،زبان خوندن،پیانو و ورزشه
شاد و شنگولم ولیpmsهای سختی دارم که نیازمند صبوری و ناز و نوازشه
حمایتگر،سوق دهنده و تسهیل گرم تو‌رابطه
و همین.",16,"4/1/2022, 5:51:26 PM"
amir_abbas_0,"امیرعباسم ، پاک پاکم ، اهل فیلم و ورزش بودم اما الان پاک پاکم.. سی دوری با کره زمین دور خورشید چرخیدم ، توی این سی دور یک وقتایی آفتاب صورتمون رو سوزونده یک وقتایی هم عینک آفتابی زدم باعشق خورشید رو دیدم...
کامپیوتر خوندم بعدها فهمیدم به رشته مدیریت و مارکتینگ علاقه مندم اونجا رو هم یک دستی بردم و اندک سوادی دارم. دنبال یکی میگردم یک میدون پیدا کنیم دور هم بگردیم",3,"4/1/2022, 8:34:25 PM"
f4temeh__nsry,گویا اصلا کسی نیس که اهل شعر و کتاب و پادکست و سفر و کوفت و زهره مار نباشه!بابا ول کنید توروخدا🤣این حجم از فرهیختگی ام حدی داره!,4,"4/2/2022, 12:52:35 AM"
abgoosht,یک پارچه آآآآآقا از شیراز. اصالتا شیرازی و ۳۳ سالمه.قدم بلنده و ۱۸۶ هست.موهای جوگندمی  دارم که نگوووو. مسئولیت پذیر و رک و قاطق هستم. به کمپینگ و طبیعت گردی علاقه دارم و انرژیمو از طبیعت میگیرم. برای مهاجرت استرالیا اقدام نموده. پادکست های علمی و تاریخی گوش میدم. اهل برنانه ریزی دقیق هستم و افراد اهل فکر برام جذابن. در جمع دوستام راحتم اما بصورت کلی زودجوش نیستم. باور دارم زمان ارزشمندترین هدیه خداست. به احساس و ابعاد معنویم احترام زیادی میگذارم. دودی نیستم ولی مشروبو هستم. استانداردای خودمو دارمو به کم قانع نیستم. دوست دختر زیاد داشتم و بخاطر برنامه مهاجرتم دیگه میخام زن بوسونم. یک دختر خوشکل مشکل که آفتاب مهتاب دیده باشه رو طالبم. دیر بجنبی تموم میشم😂. میشالا از این همه کمالات که من دارم🔥,15,"4/2/2022, 4:52:47 AM"
shirin_nekouie,اینجا اگه کسی تهرانه و دنبال دیت نیست و دلش یه پایه برای تفریح مثل کافه گردی و طبیعت گردی و سینما و غیر و میخواد من دوست دارم باهاش آشنا بشم.,2,"4/2/2022, 2:58:45 PM"
mysingel.5,چرا بعضی از کامنتها پین شدند یلدا جون؟,0,"4/2/2022, 3:01:10 PM"
neda.mn90,اگر کسی باشه از تهران که بخواد برای دکتری اقدام کنه کشور‌ خارجی و نخواد تنها بره، میتونیم این راه و هم مسیر بشیم🙌,2,"4/2/2022, 5:38:24 PM"
neda.mn90,ترک زبان، ساکن تهران ( منطقه دو) هستم، ارشد مهندسی معماری علم و صنعت دارم، مهاجرت یکی از گزینه هام هست، اگر کسی از تهران برای دکتری یا پست دکتری بخواد اقدام کنه میتونیم همراه و هم  مسیر بشیم تا سختی های راه هموار تر بشه 🙌,3,"4/2/2022, 6:32:52 PM"
mohammad_ghafari_62,"سلام 
محمدم  ۳۸ سالمه ، ساکن شمال شرق تهران . 
راننده تریلی ترانزیت در  مسیرهای اروپا ، آسیای میانه و داخلی ایران .
 کتاب ، شعر ، پادکست، خودشناسی و عرفان رو دوست دارم
اهل سیگار و مواد نیستم و به ورزش کوهنوردی و طبیعت و سفر علاقه دارم
 مذهبی نیستم ولی به خدا ایمان دارم
قد ۱۸۵",0,"3/29/2022, 10:29:36 PM"
babak.poe,سلام من بابک هستم اهل اصفهان ۳۹ سالمه اهل شعر و فلسفه هستم،درونگرام، البته شغل و تحصیلاتم به ادبیات و فلسفه ربطی نداره،دنبال یه دوست میگردم که بشه باهاش حرف حسابی زد،نه حرف های الکی و روزمره، این اکانت هم اکانت اصلیم نیست,3,"3/29/2022, 10:38:35 PM"
shima.a76,سلام شیمام متولد 76. قد ۱۶۵. برای دومین بار دارم تلاش میکنم تا یک نفری نزدیک به روحیات خودمو پیدا کنم. میخوام از تجربه دفعه قبل استفاده کنم و از یکسری جنبه ها به موضوع بپردازم که وقت دوستان رو نگیرم. به شدت مسئولیت پذیر و مهربونم و به آدما خیلی اهمیت میدم. اهل دود و مشروب نیستم و برام مهمه که طرف مقابلم هم نباشه. دنبال یک رابطه سالمم و چارچوب های خاص خودم رو دارم. تا چند هفته دیگه میرم تهران. عاشق خوندن کتاب هایی هستم که من و افکارم رو به چالش میکشه و منجر به تغییرم میشه. دوست دارم در این مسیر همراهی داشته باشم که فهمیده، درسخون و ترجیحا همسن و یا بزرگتر از خودم باشه (البته نه خیلی زیاد) تا در کنار هم رشد کنیم و بهم حس امنیت بده و با هم رفیق باشیم. ضمنا قد و قیافه هم برام مهمه😅,3,"3/29/2022, 11:06:03 PM"
sara_ezzihhj,این اکانت رو برای دیت یابی ساختم ، خانم متولد ۷۱ هستم ۲۹ ساله ، ارشد حسابداری و شاغل هستم ، اهل و ساکن تهران ، علاقه مند به مطالعه و هنر و موسیقی ، عاشق ورزش کردنم همه نوع و دوچرخه سواری میکنم ، به شدت عاشق سفر و ماجراجویی و طبیعت گردی دنبال یه رابطه سالم و ازدواج هستم و عاشق بچه دار شدن البته به وقتش 😉 از نظر مذهبی یه اعتقاد معمولی دارم ، پدرم مهندس عمران و مادرم خانه دار و یه خواهر کوچکتر دارم دنبال یه ادم پایه و فعال واسه تفریح و ورزش و سفر و اخلاق و شخصیت برام خیلی مهمه اهل مهاجرت نیستم ولی سفر به هر جای دنیا تو برنامم هست برای تفریح، پروفایلم عکس نذاشتم که شناسایی نشم توسط اشناها 😉 اگر شرایط منو پسندیدی عکس پروفایل میفرستم,1,"3/30/2022, 7:22:58 AM"
it_me_fateme,سلام فاطمه هستم بیست و چهار ساله، ساکن یزد،اهل پادکست، کتاب، آموزش دیدن هستم البته یکساله دارم اینکارارو میکنم قبلا فقط دوست داشتم و عملی در کار نبود، آدم کم صبری هستم پس نیازه یه آدم صبور کنارم باشه،تیپ شخصیتیم ENTJ هست، اگه نمیدونی چیه و خواستی بیای صحبت کنیم لطفا برو اول سرچ کن بعد بیا💚🤗این پیجم برای خریدهای آنلاینمه و آموزش هایی که میخوام ببینم و ثبت نام میکنم دیگه نمیدونم میشه گفت فیک بهش یا نه، اهل سیگار وقلیون و مشروب و... نیستم و و نمی‌پسندم، زیبایی ظاهری برام مهمه(لطفا پیام میدین عکستون هم بفرستین در کنارش یک بیوگرافی از خودتون بدین، ممنون که این نکات رو رعایت میکنی💚😁) ،بزرگ فکر میکنم و برنامه میذارم تا به چیزایی که میخوام برسم، تحصیلاتم لیسانسه و بیزینس خودم رو دارم (و دوس دارم پارتنرم همینجور باشه)،از نظر شهر و مسافت برام مهم نیست و میخوام کسی باشه که باهم صحبت کنیم تا ببینیم اگه بهم میخوریم برای تو رابطه بودن اونوقت تصمیم بگیریم برای این راه دور [البته اگه راهمون دور باشه]، سحر خیزم و در تلاش برای 5 صبحی شدن، قدم صدو شصت و چهار و وزنم پنجاه و پنج، آدمی هستم پایبند به اصول اخلاقی، رک هستم و مؤدب، سیاستمدار نیستم، گاهی لجبازم، تو ناراحتی سکوت میکنم، اهل رابطه سطحی و صرفا دوست بودن و دوست موندن نیستم، دوس دارم شخص مقابلم رو بشناسم و بالعکس و اگه مناسب همیم بیشتر باهم وقت بگذرونیم و برای آیندمون تصمیم بگیریم (رفتم هایلایت رابطه یلدا رو دیدم و تصمیم گرفتم با یک سری تغییرات دوباره کامنت جدیدم رو بذارم) و اما کلام آخرم دوس دارم پارتنرم بااعتماد بنفس، باشخصیت و شاغل باشه، قدش بین 178 تا 180 باشه و موی سر  و زلف یار هم برام مهمه 😁، چهره هم برام اهمیت داره حتما هم 3 سالی حداقل ازم بزرگتر باشه (من هرچی رو برای خودم می‌پسندم برای دیگری هم میپسندم🤗) دیگه طولانی ترش نکنم، اگه قسمت باشه بقیش تو دایرکت. 💚✨مرسی یلدا ،حالم با دیدن هایلایت رابطه بهتر شد❤️💋,9,"3/30/2022, 10:17:07 AM"
svahideh,وحیده م، ۳۴ ساله، از مشهد، ورزش و پیاده روی طبیعتگردی و کوه رو دوست دارم، وقت آزادم رو بیشتر به کتاب بیشتر وکمتر به فیلم اختصاص میدم، فیلم دیدن تنهایی نمیچسبه! سه تار رو دو سالی هست شروع کردم، سفر رفتن و دیدن مردم و فرهنگ های متفاوت برام الهام بخشه، از بی برنامه بودن کلافه میشم، نگهداری از گل و گیاه جز علائقم هست و یه گلخونه کوچولو تو حیاط خونه دارم,8,"3/30/2022, 10:29:38 AM"
