Username;Comment
luna_msh;@farzadit22 منم هستم چجوری بیام باشما؟!
gap0gasht;من اگر از بلژیک بیام ، کیا میتونن منو همراهی کنن ....
sa.kh1989;@reza_hezariyan hatman, ye link mizaram, join beshan, https://t.me/+KdUQBYYPX804MWQ0
shafiansanaz;@omidi_ssajad ما عکس کارت دانشجویی میگیریم و براشون مستقیم بلیط میگیریم
agate1984;@shahrzad.maa من النزباخم میخوام جوین شم با کسایی که از اشتوتگارت میخوان برم با اتوبوس
reza_hezariyan;@sa.kh1989 @mo.tehranii  ba Samira link beshin vase bus
agate1984;@tualinda6 من از النزباخم میخوام جوین شم با کسایی که از اشتوتگارت با اتوبوس میخوان برن. اشتوتگارتیا خیلی زیادن
omidi_ssajad;@shafiansanaz من میتونم به کسایی که تو بایرن هستن کمک مالی بکنم که بتونن بلیت رو تهیه کنن
monafarahmand;@shima3188 ممنونم تونستیم از همین مالمو اتوبوسی رو پیدا کنیم ✌️
omidi_ssajad;@_z_a_h_r_a___p یه لطف کنین یه عکس از  کارت دانشجویتون برای من بفرستین
agate1984;@sahar.s89 من النزباخم میخوام با اشتوتگارتیها جوین شم اونجا تعداد هیلی زیادن، راحتتر میشه رفت
mehrdad_biber;@hbastami_ تو فعلا با همون بنزین چندتا آخوند آتیش بزن ، بزرگترین کمکه
sa.kh1989;@reza_hezariyan anjm shod✌️😊
kiana_moberg;@mim8005
sa.kh1989;@mahdi_hajizadeh7777 shoma tonestin tiket okeye konin ya na???
mahdi_hajizadeh7777;@sa.kh1989 نه متاسفانه هنوز نتونستم
sa.kh1989;@saeedbehfar shoma tonestin tiket okeye konin ya na??
amin_scuba;"@eli_bahrami شما نگران فرار من نباش حداقل اونجا حضور داشتم مفید واقع شدم الانم اینجا آزادتر دارم تلاش میکنم شما برای هموطنت تو ایران هزینه کن دو دوتا چهار تا نکن که الان ۴۰۰ یورو باید پول بنزین بدی.دونفر هم که توانای پرداخت ندارن 
مجانی سوار کن لطفا بیارشون برلین
پاینده باشید"
_saara_farhadipor;@mahdimostajeran67 اره تنها کاری که از دستمون بر میاد 🙌
ronika.y21;@dr.abroshan دقیقا .😢😢😢
ronika.y21;@ati_shafee چقدر خوبی ❤️
ranaabediii;@shadi_azn من نميتونم بيام شادى ولى اگر رفتى صداى منم باش✌🏼🥺
1991asa_rz;@ykeshavarz سلام جناب کشاوررز ممنون بابت توضیح... چند نفر جا. هست؟ ما اگر بخوایم بیایم از فنلاند میایم و میخواستم ببینم چند نفر جا دارین؟
mona66asadi;ما از هلند!
_____m.i.n.a_____;@amor_too سلام هنوز جا داره ماشینتون؟ متاسفانه تازه اومدم کلن و گواهینامه ندارم. هزینه‌ی سوخت رو میتونیم تقسیم کنیم…
mona66asadi;@imehsanmi از دن‌هاخ و رتردام اتوبوس میره جمعه ۱۰ شب
_____m.i.n.a_____;کسی از کلن میخواد بره برلین؟
s.a.r.a_f.r.m.n.i;@sara_m_shakib سلام میشه من بفرستم مشخصاتم رو؟؟
s.a.r.a_f.r.m.n.i;@sara_m_shakib منم دانشجوی نیس از فرانسه هستم
saideh_jiii;@_yellow.home_ manam miyam
saideh_jiii;@alendbe
mehrdad_biber;@mina_hr.__ ما خودمون جزو همون مردمیم ، درسته خارج از ایرانیم اما همه دلامون برای وطنه
mina_hr.__;@mehrdad_biber درود به شرفتون
ana_owen_74;@tara.arghavan با سپاس ، لطفا دایرکتتون رو چک کنید❤️
somayeh_ghenaatian;@wandering___butterfly  بله
ghazale_fo;@aliiressaa صفحه maryresi رو هم چک کنین
somayeh_ghenaatian;@zhikal_xanm اشتوتگارت
ana_owen_74;@tintin_143 درود، میتونید دایرکتو چک کنید لطفا؟❤️
aliii689;@amirezahadian سلام داداش از میلان چطوری میخواید برید برنامه ای دارید؟ منم شاید بیام
aliii689;@_saara_farhadipor سلام من هستم
amirezahadian;@ عزیز جان فکر کنم من برنامم کنسله
minashafiee_de;@omidbarza ممنونم
shaghayegh_mhm;@soudabeh.mortazavian منم میلانم
eli_bahrami;@amin_scuba 😂😂😂نون جمهوری اسلامی لعنتی بعضیارو خراب کرده، میشینن بالا منبر و دستور صادر میکنن و منتظر اجابت بقیه، امر دیگه ای اگر هست بفرمایید ، من منتظر اجازه و دستور از طرف شما بودم فقط
_yellow.home_;@saideh_jiii تو دایرکت بمن پیام بدید تا لینک گروهمون رو براتون بفرستم.
shaghayegh_mhm;@dena.mohebbi منم جز اون جماعت حساب کنید
jawad.khorasani;@negiiinshiran کدام شهرین ؟
joseph__azizi;"#Mahsa_Amini #MahsaAmini 
#مهساامینی #مهسا_امینی"
sam.k60;بچه ها از هایدلبرگ کسی میره که ماشین داشته باشه؟  من یه نفرم و هزینه بنزین خودمو تقبل میکنم
minashafiee_de;@mina_hr.__ منم قلبم اکلیلی میشه وقتی کامنتارو میخونم🥺 دختر من به ایرانی بودنش افتخار خواهد کرد وقتی دنیا بیاد همه میگن بارداری تو نرو ولی منم میام
minashafiee_de;@roham1981 واسه من هنوز دو ماه مونده من جای خانمتون شرکت میکنم😍 الان که هفت ساعته ده ساعتم بود شرکت میکردم قدم گل دخترتون مبارک منم دختر دارم
masemarshal;@freedom.pursuit2 شما چقدر می‌بری رفت و برگشت 😄
minashafiee_de;@bahar.27.a آرزومه به زودی تو وطن همتونو بغل کنمو بگم چقدررررر بهتون افتخار میکنم🥺🥺 وطنمونو برای دختر متولد نشده منم امن کردین عاشقتونیم ما
freedom.pursuit2;@masemarshal ما پول نمیگریم، صادقانه پول بنیزن رو تقسیم میکنیم.
samira__bsh;@callmemahsheed دایرکت براتون لینک فرستادم
minashafiee_de;@violetirani من به شخصه دست شما شیران واقعی رو میبوسم و بهتون افتخار میکنم خوشحالم که منم دختر به دنیا میارم ایرانو برای اونم امن کردین شما با غیرتا
mina_hr.__;الهي من قربون شما برم دختر شما اول از هرچيزي به مادر شجاع و خوش قلبش افتخار ميكنه🤍
niooshataefi_;از دوسلدورف كي مياد؟؟
masemarshal;@minaayarahmadi من با ماشین از استکهلم می‌رم ۲ تا جا دارم
rose_mshf;ما سه نفریم از رم ،میلان یا هر شهر دیگه ای توی ایتالیا اگر اتوبوس میگیرین لطفا با هم هماهنگ کنین
minashafiee_de;@fati.uninet قربون قلب بزرگت بانوی سرزمینمون
minashafiee_de;@nazi_kahani بدم گره خورده دلمون با این روزای شما سالها سعی کردن بینمون تفرقه بندازن ولی ما همه ایرانیم عاشقتونم
minashafiee_de;@fatemehjavid.13 شماها باعث افتخارید و باعث این وحدت شدین به زودی تو میدون آزادی جشن پیروزی و برگشت همه ما دلتنگای وطن
ykeshavarz;@masemarshal مسافر مجانی می تونی ببری برات بفرستم؟
masemarshal;@ghazale_fo با ماشین دارم از استکهلم می‌رم جمعه
ykeshavarz;@1991asa_rz ما تعداد اتوبوس ها رو مرتب افزایش می دیم بنا به تقاضا. شما اگر تا یکشنبه قطعی کنید ما جا براون داریم
minashafiee_de;@mina_hr.__ عزیزدلمی خانم قشنگ همنامم😍
sama_nm114;کاش میشد منم میومدم مرسی همه بچه هایی که میرید ما بچه های کانادا هم پشتتون هستیم
roham1981;ممنونم از تبریکتون، دمتون هم گرم که پشت مردممون رو خالی نمیکنین🙌 برای دختران ایران❤️✌️
masemarshal;@monj_art من دارم با ماشین می‌رم دوتا جا دارم در این لحظه
dr.susi.2020;فقط میتونم بگم کاش همه اتون ایران بودید😭😭😭
negiiinshiran;@jawad.khorasani  Zwolle
eliza.raha;@m.h.sa.fer.feri ما هم تو رو دوست داریم دختر مهربان ایران زمین❤️ خودمون اونجا نیستیم ولی هر جای دنیا که باشیم قلب مون ایرانه و برای شما میتپه.مراقب خودتون باشین.به امید دیدار در جشن پیروزی
tahmuures;"دوستان پرواز به برلين وحشتناك گرونه
از اتوبوس استفاده كنين"
minashafiee_de;@roham1981 زنده باد ایران آباد و آزادمون
_sara_m.2020;باخوندن تک تک کامنتهاتون اشک ریختم،به امیدپیروزی ودیدارهمه شماعزیزان دروطن
hamid.suori;تو تهران منتظریم
eliza.raha;ما هم دوستتون داریم عزیزم بیشتر از اونچیزی که بشه تصورش کرد😢❤️مراقب خودتون باشین
tehaso2020;دوستان اگر کسی از ایران میخواد بره برلین بی زحمت منو با خودش ببره. من زیاد بزرگ و جاگیر نیستم.... خیلی ممنون🥲🥲
atefekhosrravi;زنده باد🤍
eliza.raha;@setare.miladi 😢😢❤️
fatemehjavid.13;✌✌ما امید داریم 🤍به نور و صلح🤍به امید اون روز
aliiressaa;@ghazale_fo ممنون، همون آقای کشاورز اتوبوس اضافه کردن و ثبت نام کردم 😊
mulheim.an.der.ruhr;"@n.n_persisch درود 
ساعت سه،  Siegessaüle"
raminmazaheriss;من حاظرم میزبانان دونفر در برلین باشم 🔥🔥🙌🙌🙌❤️❤️❤️❤️❤️❤️❤️
minashafiee_de;@fatemehjavid.13 ما هم امید داریم دختر زیبای سرزمینم😍
_maral.hgh_;"Az Nürnberg kasi hast?
Bara 2 ta 3 nafar"
fathie.vahedi;#mahsaamini#
francesca.megi;@soudabeh.mortazavian من میلانم .اگر با ماشین شخصی بریم میتونم بیام چون هنوز کارتم نیومده فقط  ریچووتا دارم .با ماشین شخصی میشه
azade5355;دوستان ازانگلیس کسی هست بخوادبره
masemarshal;@freedom.pursuit2 من دارم ماشین اجاره می‌کنم برای ۲ روز سوخت هم حساب کنید تا برلین جمع بزنید می‌شه ۵۵۰۰ عوارض راه و پل و قایق غیره بگیریم ۶۵۰۰ تقسیم بر ۳ چقدر می‌شه؟
1991asa_rz;@ykeshavarz ممنون اطلاع میدم
francesca.megi;@taraneh_sn بچه های میلان منم هستم .میام. با ریچووتا ام . ولی شاید به خاطر یه روز اجازه بدن بهم که از ایتالیا برم بیرون
jawad.khorasani;@negiiinshiran  دورین کمی من مرز ماستریخت هستم
masemarshal;@ykeshavarz در این لحظه نه متاسفانه ولی اگر یک نفر دیگه بیاد بشیم ۴ نفر، نفر پنجم مهمون ما
francesca.megi;بچه های ایتالیا خییییلی زیادن. اگر کسی تامین مالی می‌کنه یه قسمت زیادیشو بزارید برای بچه های ایتالیا ‌. واقعا زیادیم
masemarshal;@ykeshavarz داریم ماشین کرایه می‌کنیم + سوخت + عوارض‌راه و پل یا کشتی تقسیم بر تعدادمون
soudabeh.mortazavian;@piruz_rajaee چقد جالب نمیدونستم مرسی
emmanuel_misaq;از سوئیس کسی میره؟
s.s.s993;@fatemeh._m.k  مخ نداری راحتی.یکم ادم باش
negah_ahv;@masoud.fakour میشه لطفا این متن رو برای من هم بفرستین
monj_art;@masemarshal دایرکت چک کن
iamfarn00sh;من دانشجوی میلانم میتونین منو بهشون معرفی کنین؟
sepehr.niko;@belgiearvin kesio peida kardin?
hesam_es96;"سلام 
کسی از *دوسلدورف* هست که برای دو نفر جا داشته باشه؟"
nadia.gh_ir;ما دو نفریم از دوسلدورف، اگه کسی جا داره لطفا بگه 🙌
shahindezfuli;بابای منم ببرید باخودتون@adez_photography
piruz_rajaee;@soudabeh.mortazavian حالا که البته خودم هم سایت رو پیدا نکردم در ضمن من گواهینامه رانندگی ایتالیایی هم ندارم. پس هر کس دیگه ای راهی پیدا کرد منم می‌خوام بیام و هر چقدر هم هزینه‌اش باشه می‌پردازم
ata_eslamboulchilar;@amirarab_dk اگر قرار بر تشكر باشه من بايد از شما تشكر كنم🙌
shahindezfuli;@adez_photography
soudabeh.mortazavian;@piruz_rajaee یه گروه هست بچعا دارن پیگیری میکنن برای اتوبوس، اگ خواستین بهم پیام بدین لینکشو بدم
selma_1_00;ببخشید کمی بی ربطه. پلاکارد چی پیشنهاد میکنید بیاریم؟
sorayaadambakan;دو سه نفر میتونن خونه ی من بخوابن.
sepehr.niko;@n_mahsaaa ma seta ja darim
piruz_rajaee;@soudabeh.mortazavian ممنون 🙏
alirezaakbarzadepv;اشک در چشمانم حلقه زده از این همه محبت و همدلی و مهربانی فدای همتون ❤️
taranom.bahmani;کاش همو میدیم کاهش همو بغل میکردیم ❤🕊🥺
lotfinikoo;@iamfarn00sh بهم دايركت ميدين لطفا
dorsaip;من از لندن میخوام بیام کسی هست باهاش برم ؟
__extension_shiraz__;♥️
e.faard;@farhaneh_m کدوم شهر هستین؟!
t.d.9000;@meh136063 salam, man ba madaram va bacham daram az delmemhorst miram ba mashin. Khastid ba ma biaid begid.❤️
iamfarn00sh;چک میکنین الان دایرکت دادم
e.faard;@sou_sweet_lifestyle فکر میکنید هزینه راه چقدر میشه؟! من خودم دارم میام ولی جا ندارم اما میخوام به هزینه راه کمک کنم
e.faard;@aidooox هزینه چقدر؟!
t.d.9000;Salam, man az bremen miam. Mitunam 2 nafar az hh baram. Khastid begid.
soliiiiix;@samira__bsh mishe b mamani link ro beding lotfan?
elaheflhi;@_hasbar_ نمیدونم، همه افر ها گرون هستن واسه بوس بالای ۳۰۰۰ تا 😕 کسی دیگه پیدا نکرد؟
fati.uninet;برام پیام بذارید اگر بتونم کمک کوچکی باشم.
make_up_by_ferial;چقدر عاشق همتونم ❤️🥹❤️🥹❤️🥹❤️🥹
_.mmaryamm._;"ایران خانوم !  میبینی بچه هاتو  با این که ازت دورن ؛ دارن همه تلاششون رو میکنن تا تو رو آزادت کنن ؟ 😭 صبر داشته باش قربونت بشم .  یه روزی که خیلی دورم نیست رها میشی و همه برمیگردن پیشت ✌🏼🖤🕊"
dorsaip;@mrs_zara_uk منم از لندنم لطفا منو هم اضافه کنید شماره رو دایرکت کردم براتون
a_r_i_m_a_s;@ykeshavarz بله تا اون قسمتش رو خبر دارم ولی بعضی وقتا اعضای گروه مجاهدین خلق وارد تجمعات ما شدن و سعی کردن که حضور خودشون رو غالب کنن. فقط خواستم مطمئن بشم ✌🏻🙏
soliiiiix;B mamani khabar beding lotfan age rahi peyda kaedin
fereshtefarjoo;دم همگیتون گررررممم ❤️❤️ به ایرانی بودنم بیشتر از هر زمان دیگه ای افتخار میکنم وقتی میبنم قلب آریایی تو همه جای دنیا برا ما جووونای تو ایران میتپه🥺😍✌
_hasbar_;@elaheflhi الان که همه آفرارو نگاه میکنم همین اتوبوس از همه چی بهتره. حتی با فلیکس بوس فقط رفتش راحته، برگشتش ساعتاش جالب نیست. ما دونفر همچنان راضی ایم واسه ۷۰ یورو رفت و برگشت.
are.zooo;@masood.z.z  Masud jan, manam miam
saharvaltteri;@d.amin2022 ما رو هم ببر خب 😜
fari_ramin;از بلژیک اتوبوس تهیه کردن دوستان هنوز ظرفیت داره
freedom.pursuit2;@masemarshal باشه داداش، این رو از اول توی کامنت مطرح کنید که درحال اجاره ماشین هستید. در ضمن با این همه هزینه بالا،ظاهرا  بلیط هواپیما مقرون به صرفه تر هستش.
masoud.fakour;@tala.g.tehrani 👍🏻👍🏻
masoud.fakour;@melodmah 😐😐😐
fari_ramin;@misha_sallami حرکت از بروکسل دارن اتوبوس میگیرن اگه هنوز دنبال وسیله هستید اطلاع بدید
rozhina_rr;@maedesabouri_ اسم گروهش چیه؟؟
farhaneh_m;ما رگنزبورگ هستیم
lida_badafareh;@otrishaustria ma ham donafar hastim ke az wien mikhaym berim ba kheyli khob mishe age hame baham ba otobos berim. Chetori beyad bahaton dar ertebat bashim?
fari_ramin;@pastrywithmariam دوستانمون دارن اتوبوس میگیرن اگه تعدادمون ۵۰ نفر بشه هزینه هر نفر ۵۹ یورو میشه
elaheflhi;@_hasbar_  متاسفانه بیشتر اونا که گفتن ما هم هستین میگن براشون گرونه و اینجوری ۵۰ نفر نمیشیم واسه کرایه بوس 🙁
saharvaltteri;@d.amin2022 آره با فرناز راجبش حرف زدم قرار شد تا فردا بم خبر بده مرسی
somi_1537;@mohadeseh._8120 😔😔
nilo_arian;Bache ha ma ticket train gereftim az Düsseldorf 14 euro !! kheili khobe gheymate ticket ke!
rozhina_rr;@shafiansanaz @_g_o_l_i_frzm
maryamtayefi.n;@bahar_space سلام بهارجان من پیامی ازتون نگرفتم
fari_ramin;@_yellow.home_ دوستانمون دارن اتوبوس میگیرن از بلژیک اگه کسی نیاز داره اطلاع بده
somi_1537;@elmira_hassanloo 😞😔کاش میتونستیم کاری کنیم .
somi_1537;@dr.abroshan 😭😭😭
minashafiee_de;@fati.uninet عزیزدلمی بانو جان من کیسه خواب ندارم باردارم هستم زحمتتون میشم
_hasbar_;@elaheflhi ای بابا 😟 مرسی ولی که پرسیدی
minashafiee_de;@fati.uninet عزیزدلمی بانو جان من کیسه خواب ندارم باردارم هستم زحمتتون میشم
irsamnia;@shirinh62 اينجا رو ميگفتم عزيزم
pt.negin;درود به همگی 🙌🙌🙌🙌
elaheflhi;@_hasbar_ ببخشید، من تلاش کردم خیلیا کنسل کردن ما همچنان خودمون ۱۵ نفریم 😕ولی با فلیکس ترین چک کنید، قیمتش همین حدودا در میاد .
somi_1537;@leila_sheikhansari 😔😔😔
aidooox;حدود ٣٠٠
arya_taherii;@akam_adib man miam soltan
sou_sweet_lifestyle;والا من دانمارک زنده میکنم باید خودم و برسونم مرز آلمان اگر از شهر مرزی بیام حدود نفری صو یورو میشه اما اگر بتونم خودم و به هانبورگ به موقع برسونم کمتر میشه.
neginwazi;@homayoun_nasiri اطلاع ميدم،
neginwazi;شرايطش رو من ندارم ولي سوال ميكنم ببينم كسي شرايطش رو داره
fari_ramin;@shaman_nak دوستانمون دارن اتوبوس میگیرن از بلژیک اگه کسی نیاز داره اطلاع بده
fari_ramin;@kimia.rahmani__ leuven?
valid.ozar93;سلام هم وطن. من برلین زندگی میکنم. و میتونم پذیرایی دونفر باشم.
mina.z.ahiri;bachehaye beljik in link channele telegrame ke daran nafar jam mikonan ke bus rent konim, age kasi tamayol dare ozv she tu channel va messege pinned shode ro check kone  https://t.me/frombelgiumtoberlin
fari_ramin;@rola_zamzame دوستانمون دارن اتوبوس میگیرن اگه کسی نیاز داره اطلاع بده
_yellow.home_;@fari_ramin دوستای منم همینطور، گروه راهیان برلین؟؟؟؟
samira__bsh;براتون لینک دایرکت فرستادم
samira__bsh;براتون لینک دایرکت فرستادم
itara_76;@elmira_hassanloo کار اصلی رو شما دارین انجام میدین، ما فقط میخوایم صدای شما رو به بقیه دنیا برسونیم ، مراقب خودتون باشین
mahsa.salmasi;@daradodange @melody_del
car_audio_clip;ساعت دقیق رو بگین چه ساعتی اونجا باشیم
smtg9000;@nastaranpakdaman69 سلام هنوز برای یک نفر جا دارید که بهتون ملحق بشه؟
smtg9000;@fari_ramin سلام میشه بگید کی و از کجا این اتوبوس حرکت میکنه؟ ممنونم
adez_photography;ما هم از کیل با اتوبوس همراه دوستان داریم میریم، به امید ایرانی آزاد
booksandberlin;@ro_ra33 سلام روناک عزیزم. بهت دایرکت می‌دم
bahar.27.a;منم آرزومه کشورمون انقدر آباد بشه ،انقدر خوب بشه که همتون برگردید وطن خودمون.هممون اونوقت میتونیم بخندیدم چون به خاطر ایرانی که ویران کردن هیچ کدوم از ایرانیا آواره ی این کشور و اون کشور نمیشن.شاید تشکیل زندگی بدن رفاهشونم از ما بیشتر باشه ولی یه چیزی ندارن به اسم وطن.من هر وقت که به غربت شماها فکر میکنم قلبم تیر میکشه.
elinaa.1996;دوستان اگر آلمان هستین میتونید از دویچه بان بلیط های گروهی بخرید واسه آخر هفته. گروه پنج نفره که باشید رفت و برگشت میشه ۱۴ یورو
ah8ra;بچه ها از مادرید کسی هست؟🇪🇸🇪🇸
afsaneh871;@kole_sangi شما هنوز جا دارید من و همسرم میتونیم با شما بیایم؟
mahsa.salmasi;من از کپنهاک نیستم. اما میدونم که اتوبوس گرفتند و قراره صبح ۲۲ بیان و شب هم برگردند
azhdarielham;سلام من و همسرم از فرانکفورت میخابم بریم کسی هست از فرانکفورت بخاد بره ؟
raheleh_salimian;من هم‌ فلورانسم،کسی هست از فلورانس؟
_yellow.home_;@i.soheilmahmoudi بله اتوبوس ابتدا از گنت حرکت میکنه تو راه بقیه مسافرها از بروکسل سوار میشن و مستقیم به سمت برلین. لطفا در دایرکت به بنده پیام بدید تا لینک گروه رو براتون بفرستم.
masemarshal;@freedom.pursuit2 اگر بلیط هواپیما ۲۰۰ یورو بود من قطعا پرواز می‌کردم و رانندگی نمی‌کردم این همه 🥲
lequotidien_sarkhilnajmeh2022;بیشتر کامنت ها رو لایک کردم هرکدومشون جا موندن۱- تقصیر چشامه از بس میبارن ۲_ اینستاگرام محدود کرد لایک مو .  برای همه تون سفر بی خطر آرزو میکنم به خدا میسپرم تک تک تونو امید بخدا که بزودی برای جشن آزادی وطن عازم وطن باشیم
fahim_houshyarfahim;سلام  من پادربورن زندگی میکنم و اگر کسی با ماشین میره و یا قطار به من خبر بدید ، نهایتا بتونیم با قطار و‌بلیط پنج نفره هزینه کمتری پرداخت کنیم
fahmin22;@dr.abroshan سلام شما بلدید از نروژ با قطار چجوری میشه رفت که هزینه اش کمتر باشه؟
shaman_nak;@fari_ramin ممنون میشم اگه بهم جزئیات بیشتری بدین
mahsa.salmasi;اطلاعات اتوبوس دانمارک رو گرفتم اما نمیتونم بهتون دایرکت بزنم. شما یک پیام بدید تا بتونم اسکرین شات رو که گرفتم بفرستم براتون
fahmin22;@asrin_ghobadi ببخشید با قطاز ؟ چه مسیری ارزونتره؟
asrin_ghobadi;@fahmin22 ما با ماشین میخوایم بریم
vahedi.mahnaz;👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
maryamtofigh;بچه ها كسي از فرايبورگ يا بازِل اتوبوس نتونسته بگيره؟
ilia__m;دوستان از تورین  ما ۲ نفر دانشجو هستیم، اگر کسی میدونه راهی ممنون میشم به اشتراک بذاره🙏🏻❤️
fahmin22;@asrin_ghobadi جا ندارید احیانا؟ در هزینه بنزین سهیم میشم
kole_sangi;@afsaneh871 فقط یه نفر جا دارم
asrin_ghobadi;@fahmin22  جا داریم 🙂 کجا هستین شما ؟
neda9germany;@farzan.raf @naghmehgolchin
fahmin22;@asrin_ghobadi من کانگزبرگ هستم شما از چه شهری میرید ؟🥺
__6i.mah__;@marmarazin قربون تو از پاریس ♥️
soodikh;@m_salehiuk vala ehtemalan ba parvaz
malihe.zi;این تجمع در خارج از ایران ، خصوصا بر لین برای تمام جان فشانی های جوانان سلحشورمون  از خوستان تا خلیج فارس از زاهدان تا تهران ، از فارس تا مازندران و گیلان از آدر بایجان تا کردستان  بسیار مهم و دلگرم کننده و تاثیر گذار است .
sbahrami1989;@daradodange میشه لطفا بگید هنوز جا دارید یا نه؟و شرایط توضیح بدید
__6i.mah__;@shimaaslanii @snour.snour
gazelllleh;@mehran_aaa Az Düsseldorf hast
_____mehrnoosh7;👏👏👏
neda9germany;@azhdarielham @naghmehgolchin
aidooox;دوستان برلين كسى هست من يك شب بمونم پيشش؟🥺
asrin_ghobadi;@fahmin22 direkt ro negah konid 😊
shideh.rzf;میای آرش؟
piruz3;@nunush.a ✌🏻✌🏻✌🏻
shideh.rzf;کسی اگه از زوریخ می‌خواد بره یک اتوبوس هماهنگ شده
golnoosh_nmtllhi;من ایرانم،با تک تک کامنتها بغض می‌کنم و گریه😭😭😭
marmarazin;@__6i.mah__ عاشقتم عزیزم ❤️
leila__diary;@azin_malekzade شما بلیط تهیه کردید ؟
minashafiee_de;@bahar.27.a واقعا سخته مخصوصا من که تمام خونوادم ایرانن اینجا ازدواج کردم هفت ماهه باردارم دارم دق میکنم از دوری پدر مادرم با این اینترنتم که نمیتونم ببینمشون خدا به هممون صبر بده
afsaneh871;@kole_sangi خیلی ممنونم من با همسرم هستم
neda9germany;@siyavash.r.n @naghmehgolchin
piruz3;به اميد يه روز با شكوه✌🏻✌🏻✌🏻
sbahrami1989;@shafiansanaz من و دخترم میخوایم بریم فقط تیکت ها خیلی گرون چون من از غرب آلمان باید برم شرق
cafecandygardsten;از گوتنبرگ سوئد كسى هست؟
bahar.27.a;@minashafiee_de عزیزم صبر داشته باش پیروزی نزدیکه۰❤️
just_teme.1991;من ویگو اسپانیام، اگه کسی از پورتو یا مادرید میره بهم بگه. من فقط می تونم زمینی برم چون شینگنم تموم شده.
zohrehhejazi;اگر کسی جا داشت برا دو نفر از کلن لطفا خبر بده❤️🤍💚
sbahrami1989;@jawad.khorasani شما جا دارید؟
__shakibaz__;@aidooox @sorayaadambakan  @raminmazaheriss  تو کامنتا داشتم میخوندم این دو نفرو دیدم کامنتشونو برای اسکانتون🥲💕 دم همتون گرم واقعا
cafecandygardsten;كسى را ميشناسين از يوتوبرى بياد ؟
rola_zamzame;@fari_ramin من و دوستانم مایلیم بیام لطفا به من اطلاع بدین
raziehfazeli;@samiranikbakht من یه کم بالاتر دیدم از سوئیس
aidooox;٣ عصر
raziehfazeli;@samiranikbakht @sasan_shafii
neda9germany;@siyavash.r.n @naghmehgolchin
cafecandygardsten;@ro_ra33  كسى را ميشناسين از گوتبرگ بياد
fari_ramin;@_yellow.home_ درسته همین گروه❤️
raziehfazeli;@emmanuel_misaq @samiranikbakht
fari_ramin;@rola_zamzame براتون لینک ارسال کردم
zohrehhejazi;@sasan_shafii براحتی از کجا که هستین بلیط دایرکت به برلین تهیه میکنین یا اینترنتی یا از خود دویچه بان دفتر فروش❤️🤍💚
fari_ramin;@shaman_nak براتون ارسال کردم لینک رو
zohrehhejazi;@sasan_shafii اصلا هم مجانی نیست و نکردن
fari_ramin;@i.soheilmahmoudi براتون ارسال کردم همین گروهی هست که دوستمون گفتن
zohrehhejazi;با تیکت گروهی شب میرسین🥹
rola_zamzame;@fari_ramin تو دایرکتم چیزی نیومده
gazelllleh;@bahador_farsani @zahrakohram به ايشون پيام بديد ببينيد جا دارن اتوبوس
daradodange;Hanoz ja darim ma mikhaim farda to tazahorat listo begirim ke nesbat be list bebinim chand ta Bus ejareh konim vali mikhaim 5 sob rah bioftim va 12 shab bargardim gheimate daghigh nemidonam vali hodode 65€ rafto bargasht
fari_ramin;@rola_zamzame مسیج های اصلی نمیره موفق شدید ببینید؟
nejat_azadi_aramesh;دمتون گرم 📍#اتحاد
zohrehhejazi;@sharzzzzzzzz_  آقای 4858morteza  از سوئد میخواست بیاد درخواست داشت با یکی همراه باشه
gazelllleh;@hedisfr به من پيام شخصى بديد. شماره بهتون بدم.
m.a.s.iiiiii.gh;دمتون گرم بچه های نازنین ما👍🙏😘😘😘
zohrehhejazi;@_____m.i.n.a_____ من دو نفر رو میدونم ولی وسیله ندارن
arjomandi13904;دمتون گرم ، باعث دلگرمی ما در ایران هستید. 👏👏👏 درود به شرفتون
gazelllleh;@zahrakohram به ايشون پيام بديد شايد از دوسلدورف جا داشته باشن هنوز
neginnikad;دوستان کسی از مالاگا میره به من خبر بده لطفا
rola_zamzame;@fari_ramin بله
somayeh_ghenaatian;"برای برنامه تظاهرات برلین اتوبوس گرفتیم. 
حرکت ۵ صبح از  توبینگن/اشتوتگارت به برلین 
برگشت ۲۱ شب از برلین به توبینگن/اشتوتگارت 
هزینه ۷۴ یورو 
ظرفیت باقی مانده اتوبوس 18نفر 
👌دانشجویان که توانایی مالی ندارند میتونند ۵۰ درصد هزينه رو پرداخت کنند."
sbahrami1989;@daradodange فردا چه ساعتی کجا جمع میشید توی آخن که بیام خدمتتون
gazelllleh;@_____m.i.n.a_____ از دوسلدورف ميشناسم @riyana_reyhaneh  پيام بديد
zohrehhejazi;@neginwazi اگر  سوال کردین نگین جان ی ۴ تا دختر بودن یک شب جا میخواستن ، یکی هم دو تا خانم بودن دنبال جا
somayeh_ghenaatian;"@glvaay  برای برنامه تظاهرات برلین اتوبوس گرفتیم. 
حرکت ۵ صبح از  توبینگن/اشتوتگارت به برلین 
برگشت ۲۱ شب از برلین به توبینگن/اشتوتگارت 
هزینه ۷۴ یورو 
ظرفیت باقی مانده اتوبوس 18نفر 
👌دانشجویان که توانایی مالی ندارند میتونند  ۵۰ درصد هزينه رو پرداخت کنند."
